monat_jahr;jahr;monat;altersklasse;geschlecht;staat_d;kreis;quartiergruppe;anzahl
2014-01;2014;1;18-39;W;Ausland;Kreis Centrum;Riethüsli;261
2020-06;2020;6;40-59;M;Schweiz;Kreis West;Lachen;482
2009-04;2009;4;0-17;W;Schweiz;Kreis Centrum;Rosenberg;126
2017-04;2017;4;18-39;M;Ausland;Kreis Ost;Notkersegg;66
2015-08;2015;8;60-79;M;Ausland;Nicht zuteilbar;nicht zuteilbar;8
2014-01;2014;1;18-39;W;Ausland;Kreis Centrum;St.Georgen;174
2020-06;2020;6;40-59;M;Schweiz;Kreis West;Winkeln;362
2009-04;2009;4;0-17;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;329
2017-04;2017;4;18-39;M;Ausland;Kreis Ost;Rotmonten;105
2015-08;2015;8;60-79;M;Schweiz;Kreis Ost;Neudorf;690
2014-01;2014;1;18-39;W;Ausland;Kreis Ost;St.Fiden;604
2020-06;2020;6;40-59;W;Ausland;Kreis Ost;Neudorf;331
2009-04;2009;4;0-17;W;Schweiz;Kreis Ost;Neudorf;535
2017-04;2017;4;18-39;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;678
2015-08;2015;8;60-79;M;Schweiz;Kreis Ost;Rotmonten;240
2014-01;2014;1;18-39;W;Ausland;Kreis West;Lachen;525
2020-06;2020;6;40-59;W;Schweiz;Kreis Centrum;St.Georgen;652
2009-04;2009;4;0-17;W;Schweiz;Kreis Ost;Notkersegg;105
2017-04;2017;4;18-39;M;Schweiz;Kreis Centrum;Riethüsli;607
2015-08;2015;8;60-79;W;Ausland;Kreis Centrum;St.Georgen;25
2014-01;2014;1;18-39;W;Ausland;Kreis West;Winkeln;224
2020-06;2020;6;40-59;W;Schweiz;Kreis Ost;Neudorf;798
2009-04;2009;4;0-17;W;Schweiz;Kreis Ost;Rotmonten;186
2017-04;2017;4;18-39;M;Schweiz;Kreis Centrum;St.Georgen;628
2015-08;2015;8;60-79;W;Ausland;Kreis West;Bruggen;128
2014-01;2014;1;18-39;W;Schweiz;Kreis Ost;Notkersegg;161
2020-06;2020;6;40-59;W;Schweiz;Kreis Ost;Notkersegg;197
2009-04;2009;4;0-17;W;Schweiz;Kreis West;Bruggen;648
2017-04;2017;4;18-39;M;Schweiz;Kreis Centrum;St.Jakob;581
2015-08;2015;8;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2014-01;2014;1;40-59;M;Ausland;Kreis Ost;Neudorf;286
2020-06;2020;6;60-79;M;Ausland;Kreis Centrum;St.Georgen;27
2009-04;2009;4;0-17;W;Schweiz;Kreis West;Lachen;287
2017-04;2017;4;18-39;M;Schweiz;Kreis Ost;St.Fiden;971
2015-08;2015;8;60-79;W;Schweiz;Kreis Centrum;Rosenberg;293
2014-01;2014;1;40-59;M;Ausland;Kreis Ost;St.Fiden;415
2020-06;2020;6;60-79;M;Schweiz;Kreis Centrum;St.Georgen;401
2009-04;2009;4;0-17;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;9
2017-04;2017;4;18-39;W;Ausland;Kreis Ost;St.Fiden;614
2015-08;2015;8;60-79;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;54
2014-01;2014;1;40-59;M;Ausland;Kreis West;Lachen;388
2020-06;2020;6;60-79;W;Ausland;Kreis Centrum;St.Georgen;28
2009-04;2009;4;18-39;M;Ausland;Kreis Ost;Notkersegg;46
2017-04;2017;4;18-39;W;Schweiz;Kreis Centrum;Innenstadt;576
2015-08;2015;8;80+;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;8
2014-01;2014;1;40-59;M;Schweiz;Kreis Centrum;Innenstadt;215
2020-06;2020;6;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2009-04;2009;4;18-39;M;Ausland;Kreis West;Winkeln;210
2017-04;2017;4;18-39;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;640
2015-08;2015;8;80+;M;Ausland;Kreis Ost;Neudorf;17
2014-01;2014;1;40-59;M;Schweiz;Kreis Centrum;St.Georgen;597
2020-06;2020;6;60-79;W;Schweiz;Kreis Centrum;Rosenberg;313
2009-04;2009;4;18-39;M;Schweiz;Kreis Ost;Notkersegg;178
2017-04;2017;4;18-39;W;Schweiz;Kreis Centrum;St.Georgen;677
2015-08;2015;8;80+;M;Ausland;Kreis West;Lachen;14
2014-01;2014;1;40-59;W;Ausland;Kreis Ost;Neudorf;274
2020-06;2020;6;60-79;W;Schweiz;Kreis Ost;Neudorf;957
2009-04;2009;4;18-39;M;Schweiz;Kreis Ost;St.Fiden;847
2017-04;2017;4;18-39;W;Schweiz;Kreis Centrum;St.Jakob;520
2015-08;2015;8;80+;W;Ausland;Kreis Centrum;Rosenberg;10
2014-01;2014;1;40-59;W;Ausland;Kreis West;Bruggen;478
2020-06;2020;6;60-79;W;Schweiz;Kreis Ost;Notkersegg;209
2009-04;2009;4;18-39;M;Schweiz;Kreis West;Bruggen;1230
2017-04;2017;4;40-59;M;Ausland;Kreis Centrum;St.Georgen;143
2015-08;2015;8;80+;W;Ausland;Kreis West;Winkeln;6
2014-01;2014;1;40-59;W;Schweiz;Kreis Centrum;Riethüsli;419
2020-06;2020;6;60-79;W;Schweiz;Kreis West;Bruggen;984
2009-04;2009;4;18-39;M;Schweiz;Kreis West;Lachen;760
2017-04;2017;4;40-59;M;Ausland;Kreis Ost;Notkersegg;43
2015-08;2015;8;80+;W;Schweiz;Kreis Centrum;St.Georgen;150
2014-01;2014;1;40-59;W;Schweiz;Kreis Centrum;Rosenberg;329
2020-06;2020;6;60-79;W;Schweiz;Kreis West;Lachen;415
2009-04;2009;4;18-39;W;Ausland;Kreis Centrum;Innenstadt;195
2017-04;2017;4;40-59;M;Ausland;Kreis West;Lachen;422
2015-08;2015;8;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;243
2014-01;2014;1;40-59;W;Schweiz;Kreis Centrum;St.Georgen;655
2020-06;2020;6;80+;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;15
2009-04;2009;4;18-39;W;Ausland;Kreis West;Bruggen;698
2017-04;2017;4;40-59;M;Schweiz;Kreis Centrum;Innenstadt;219
2015-09;2015;9;0-17;M;Ausland;Kreis Centrum;Innenstadt;19
2014-01;2014;1;40-59;W;Schweiz;Kreis Ost;Neudorf;919
2020-06;2020;6;80+;M;Ausland;Kreis Centrum;Riethüsli;5
2009-04;2009;4;18-39;W;Ausland;Kreis West;Lachen;534
2017-04;2017;4;40-59;M;Schweiz;Kreis Centrum;Riethüsli;398
2015-09;2015;9;0-17;M;Ausland;Kreis Centrum;Riethüsli;101
2014-01;2014;1;40-59;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;75
2020-06;2020;6;80+;M;Ausland;Kreis Centrum;Rosenberg;14
2009-04;2009;4;18-39;W;Ausland;Kreis West;Winkeln;194
2017-04;2017;4;40-59;M;Schweiz;Kreis Centrum;St.Georgen;597
2015-09;2015;9;0-17;M;Schweiz;Kreis Centrum;Rosenberg;133
2014-01;2014;1;60-79;M;Ausland;Kreis Ost;St.Fiden;135
2020-06;2020;6;80+;M;Schweiz;Kreis Centrum;Innenstadt;26
2009-04;2009;4;18-39;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;925
2017-04;2017;4;40-59;M;Schweiz;Kreis Centrum;St.Jakob;260
2015-09;2015;9;0-17;M;Schweiz;Kreis Centrum;St.Georgen;379
2014-01;2014;1;60-79;M;Ausland;Kreis West;Bruggen;165
2020-06;2020;6;80+;M;Schweiz;Kreis Centrum;Riethüsli;39
2009-04;2009;4;40-59;M;Ausland;Kreis Centrum;Innenstadt;156
2017-04;2017;4;40-59;M;Schweiz;Kreis Ost;Notkersegg;176
2015-09;2015;9;0-17;M;Schweiz;Kreis Ost;Rotmonten;185
2014-01;2014;1;60-79;M;Schweiz;Kreis West;Winkeln;286
2020-06;2020;6;80+;W;Ausland;Kreis Centrum;Riethüsli;7
2009-04;2009;4;40-59;M;Ausland;Kreis Centrum;Riethüsli;162
2017-04;2017;4;40-59;M;Schweiz;Kreis Ost;St.Fiden;607
2015-09;2015;9;0-17;M;Schweiz;Kreis West;Winkeln;299
2014-01;2014;1;60-79;W;Ausland;Kreis Centrum;Innenstadt;34
2020-06;2020;6;80+;W;Ausland;Kreis Centrum;St.Jakob;15
2009-04;2009;4;40-59;M;Ausland;Kreis Centrum;St.Jakob;151
2017-04;2017;4;40-59;M;Schweiz;Kreis West;Lachen;499
2015-09;2015;9;0-17;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;73
2014-01;2014;1;60-79;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;50
2020-06;2020;6;80+;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;30
2009-04;2009;4;40-59;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;343
2017-04;2017;4;40-59;W;Ausland;Kreis Centrum;Innenstadt;80
2015-09;2015;9;0-17;W;Ausland;Kreis Centrum;St.Georgen;63
2014-01;2014;1;60-79;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;111
2020-06;2020;6;80+;W;Ausland;Kreis Ost;St.Fiden;34
2009-04;2009;4;40-59;M;Ausland;Nicht zuteilbar;nicht zuteilbar;20
2017-04;2017;4;40-59;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;175
2015-09;2015;9;0-17;W;Schweiz;Kreis Centrum;St.Jakob;130
2014-01;2014;1;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2020-06;2020;6;80+;W;Schweiz;Kreis Centrum;Riethüsli;76
2009-04;2009;4;40-59;M;Schweiz;Kreis Centrum;St.Jakob;266
2017-04;2017;4;40-59;W;Ausland;Kreis Centrum;Rosenberg;133
2015-09;2015;9;0-17;W;Schweiz;Kreis West;Lachen;295
2014-01;2014;1;60-79;W;Schweiz;Kreis West;Lachen;391
2020-06;2020;6;80+;W;Schweiz;Kreis Centrum;St.Jakob;124
2009-04;2009;4;40-59;M;Schweiz;Kreis Ost;Neudorf;781
2017-04;2017;4;40-59;W;Schweiz;Kreis Centrum;Innenstadt;187
2015-09;2015;9;18-39;M;Ausland;Kreis Centrum;Innenstadt;332
2014-01;2014;1;80+;M;Ausland;Kreis Centrum;Riethüsli;4
2020-06;2020;6;80+;W;Schweiz;Kreis Ost;Rotmonten;118
2009-04;2009;4;40-59;M;Schweiz;Kreis Ost;St.Fiden;604
2017-04;2017;4;40-59;W;Schweiz;Kreis Centrum;Riethüsli;420
2015-09;2015;9;18-39;M;Ausland;Kreis Centrum;Rosenberg;455
2014-01;2014;1;80+;M;Ausland;Kreis Centrum;Rosenberg;6
2020-07;2020;7;0-17;M;Ausland;Kreis Centrum;Innenstadt;17
2009-04;2009;4;40-59;M;Schweiz;Kreis West;Bruggen;1077
2017-04;2017;4;40-59;W;Schweiz;Kreis Centrum;St.Georgen;622
2015-09;2015;9;18-39;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;698
2014-01;2014;1;80+;M;Ausland;Kreis Centrum;St.Georgen;5
2020-07;2020;7;0-17;M;Ausland;Kreis Centrum;Rosenberg;130
2009-04;2009;4;40-59;M;Schweiz;Kreis West;Winkeln;360
2017-04;2017;4;40-59;W;Schweiz;Kreis Ost;Rotmonten;335
2015-09;2015;9;18-39;M;Schweiz;Kreis Centrum;Rosenberg;801
2014-01;2014;1;80+;M;Ausland;Kreis Ost;Neudorf;12
2020-07;2020;7;0-17;M;Ausland;Kreis Ost;Rotmonten;64
2009-04;2009;4;40-59;W;Ausland;Kreis Centrum;Rosenberg;109
2017-04;2017;4;40-59;W;Schweiz;Kreis West;Bruggen;1131
2015-09;2015;9;18-39;M;Schweiz;Kreis Centrum;St.Jakob;599
2014-01;2014;1;80+;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;106
2020-07;2020;7;0-17;M;Schweiz;Kreis Centrum;Innenstadt;37
2009-04;2009;4;40-59;W;Ausland;Kreis West;Winkeln;116
2017-04;2017;4;40-59;W;Schweiz;Kreis West;Lachen;520
2015-09;2015;9;18-39;M;Schweiz;Kreis Ost;Rotmonten;252
2014-01;2014;1;80+;M;Schweiz;Kreis Centrum;St.Jakob;64
2020-07;2020;7;0-17;M;Schweiz;Kreis Centrum;St.Jakob;139
2009-04;2009;4;40-59;W;Schweiz;Kreis Centrum;Riethüsli;434
2017-04;2017;4;40-59;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;37
2015-09;2015;9;18-39;M;Schweiz;Kreis West;Lachen;866
2014-01;2014;1;80+;M;Schweiz;Kreis Ost;Rotmonten;63
2020-07;2020;7;0-17;M;Schweiz;Kreis Ost;Notkersegg;121
2009-04;2009;4;40-59;W;Schweiz;Kreis Centrum;St.Georgen;630
2017-04;2017;4;60-79;M;Ausland;Kreis Centrum;Innenstadt;38
2015-09;2015;9;18-39;W;Ausland;Kreis Centrum;Innenstadt;227
2014-01;2014;1;80+;W;Ausland;Kreis Centrum;Innenstadt;2
2020-07;2020;7;0-17;M;Schweiz;Kreis Ost;St.Fiden;383
2009-04;2009;4;40-59;W;Schweiz;Kreis Ost;St.Fiden;724
2017-04;2017;4;60-79;M;Ausland;Kreis Ost;Notkersegg;23
2015-09;2015;9;18-39;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;621
2014-01;2014;1;80+;W;Ausland;Kreis Centrum;St.Jakob;2
2020-07;2020;7;0-17;M;Schweiz;Kreis West;Bruggen;729
2009-04;2009;4;40-59;W;Schweiz;Kreis West;Lachen;533
2017-04;2017;4;60-79;M;Schweiz;Kreis Ost;St.Fiden;415
2015-09;2015;9;18-39;W;Ausland;Kreis Ost;St.Fiden;633
2014-01;2014;1;80+;W;Ausland;Kreis Ost;St.Fiden;15
2020-07;2020;7;0-17;W;Ausland;Kreis West;Lachen;249
2009-04;2009;4;60-79;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;60
2017-04;2017;4;60-79;M;Schweiz;Kreis West;Bruggen;777
2015-09;2015;9;18-39;W;Ausland;Kreis West;Winkeln;230
2014-01;2014;1;80+;W;Ausland;Nicht zuteilbar;nicht zuteilbar;4
2020-07;2020;7;0-17;W;Schweiz;Kreis Centrum;Innenstadt;27
2009-04;2009;4;60-79;M;Ausland;Kreis Ost;Neudorf;111
2017-04;2017;4;60-79;W;Schweiz;Kreis Centrum;Rosenberg;301
2015-09;2015;9;18-39;W;Schweiz;Kreis Ost;St.Fiden;1010
2014-01;2014;1;80+;W;Schweiz;Kreis Centrum;Innenstadt;60
2020-07;2020;7;18-39;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;347
2009-04;2009;4;60-79;M;Ausland;Kreis Ost;Notkersegg;22
2017-04;2017;4;80+;M;Ausland;Kreis Centrum;St.Jakob;8
2015-09;2015;9;18-39;W;Schweiz;Kreis West;Bruggen;1359
2014-01;2014;1;80+;W;Schweiz;Kreis Centrum;Riethüsli;83
2020-07;2020;7;18-39;M;Schweiz;Kreis Centrum;Innenstadt;680
2009-04;2009;4;60-79;M;Ausland;Kreis West;Winkeln;61
2017-04;2017;4;80+;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;98
2015-09;2015;9;40-59;M;Ausland;Kreis Centrum;St.Georgen;147
2014-01;2014;1;80+;W;Schweiz;Kreis Centrum;St.Jakob;128
2020-07;2020;7;18-39;M;Schweiz;Kreis Ost;Rotmonten;246
2009-04;2009;4;60-79;M;Ausland;Nicht zuteilbar;nicht zuteilbar;2
2017-04;2017;4;80+;M;Schweiz;Kreis Ost;Notkersegg;41
2015-09;2015;9;40-59;M;Ausland;Kreis Ost;Notkersegg;42
2014-01;2014;1;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;245
2020-07;2020;7;18-39;M;Schweiz;Kreis Ost;St.Fiden;878
2009-04;2009;4;60-79;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;198
2017-04;2017;4;80+;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;19
2015-09;2015;9;40-59;M;Ausland;Kreis West;Winkeln;185
2014-01;2014;1;80+;W;Schweiz;Kreis West;Bruggen;372
2020-07;2020;7;18-39;W;Ausland;Kreis Centrum;Riethüsli;220
2009-04;2009;4;60-79;M;Schweiz;Kreis Centrum;Riethüsli;218
2017-04;2017;4;80+;W;Ausland;Kreis Centrum;Rosenberg;16
2015-09;2015;9;40-59;M;Schweiz;Kreis Centrum;Riethüsli;422
2014-02;2014;2;0-17;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;49
2020-07;2020;7;18-39;W;Ausland;Kreis Ost;Rotmonten;75
2009-04;2009;4;60-79;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;379
2017-04;2017;4;80+;W;Ausland;Kreis Ost;St.Fiden;28
2015-09;2015;9;40-59;M;Schweiz;Kreis Ost;Rotmonten;250
2014-02;2014;2;0-17;M;Ausland;Kreis Centrum;St.Georgen;60
2020-07;2020;7;18-39;W;Ausland;Kreis Ost;St.Fiden;609
2009-04;2009;4;60-79;M;Schweiz;Kreis West;Bruggen;676
2017-04;2017;4;80+;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2015-09;2015;9;40-59;M;Schweiz;Kreis Ost;St.Fiden;607
2014-02;2014;2;0-17;M;Ausland;Kreis Ost;Rotmonten;54
2020-07;2020;7;18-39;W;Schweiz;Kreis Centrum;St.Jakob;485
2009-04;2009;4;60-79;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;38
2017-04;2017;4;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;224
2015-09;2015;9;40-59;M;Schweiz;Kreis West;Lachen;514
2014-02;2014;2;0-17;M;Ausland;Kreis West;Bruggen;378
2020-07;2020;7;18-39;W;Schweiz;Kreis Ost;Neudorf;777
2009-04;2009;4;60-79;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;60
2017-05;2017;5;0-17;M;Ausland;Kreis Centrum;Innenstadt;17
2015-09;2015;9;40-59;M;Schweiz;Kreis West;Winkeln;362
2014-02;2014;2;0-17;M;Schweiz;Kreis Centrum;Innenstadt;46
2020-07;2020;7;18-39;W;Schweiz;Kreis Ost;St.Fiden;894
2009-04;2009;4;60-79;W;Schweiz;Kreis Centrum;Rosenberg;291
2017-05;2017;5;0-17;M;Ausland;Kreis Ost;St.Fiden;274
2015-09;2015;9;40-59;W;Ausland;Kreis Centrum;Rosenberg;134
2014-02;2014;2;0-17;M;Schweiz;Kreis Centrum;St.Georgen;384
2020-07;2020;7;40-59;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;385
2009-04;2009;4;60-79;W;Schweiz;Kreis Centrum;St.Georgen;446
2017-05;2017;5;0-17;M;Ausland;Kreis West;Bruggen;473
2015-09;2015;9;40-59;W;Ausland;Kreis Centrum;St.Jakob;121
2014-02;2014;2;0-17;M;Schweiz;Kreis Ost;Neudorf;503
2020-07;2020;7;40-59;M;Ausland;Kreis West;Lachen;432
2009-04;2009;4;60-79;W;Schweiz;Kreis Ost;Rotmonten;286
2017-05;2017;5;0-17;M;Ausland;Kreis West;Winkeln;131
2015-09;2015;9;40-59;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;344
2014-02;2014;2;0-17;M;Schweiz;Kreis Ost;Notkersegg;109
2020-07;2020;7;40-59;M;Schweiz;Kreis West;Winkeln;366
2009-04;2009;4;80+;M;Ausland;Kreis Centrum;Riethüsli;3
2017-05;2017;5;0-17;M;Schweiz;Kreis Centrum;Riethüsli;247
2015-09;2015;9;40-59;W;Ausland;Kreis Ost;Neudorf;294
2014-02;2014;2;0-17;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;334
2020-07;2020;7;40-59;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;175
2009-04;2009;4;80+;M;Ausland;Kreis Centrum;St.Georgen;1
2017-05;2017;5;0-17;M;Schweiz;Kreis Centrum;St.Jakob;129
2015-09;2015;9;40-59;W;Ausland;Kreis Ost;Notkersegg;44
2014-02;2014;2;18-39;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;381
2020-07;2020;7;40-59;W;Ausland;Kreis Centrum;Riethüsli;157
2009-04;2009;4;80+;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;4
2017-05;2017;5;0-17;M;Schweiz;Kreis Ost;Notkersegg;97
2015-09;2015;9;40-59;W;Ausland;Kreis West;Bruggen;530
2014-02;2014;2;18-39;M;Ausland;Kreis Ost;Neudorf;405
2020-07;2020;7;40-59;W;Ausland;Kreis Centrum;St.Jakob;131
2009-04;2009;4;80+;M;Ausland;Kreis Ost;Neudorf;13
2017-05;2017;5;0-17;M;Schweiz;Kreis Ost;Rotmonten;187
2015-09;2015;9;40-59;W;Ausland;Kreis West;Winkeln;149
2014-02;2014;2;18-39;M;Ausland;Nicht zuteilbar;nicht zuteilbar;54
2020-07;2020;7;40-59;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;403
2009-04;2009;4;80+;M;Ausland;Kreis West;Lachen;3
2017-05;2017;5;0-17;M;Schweiz;Kreis West;Lachen;286
2015-09;2015;9;40-59;W;Ausland;Nicht zuteilbar;nicht zuteilbar;20
2014-02;2014;2;18-39;M;Schweiz;Kreis Centrum;St.Georgen;673
2020-07;2020;7;40-59;W;Ausland;Kreis Ost;Neudorf;334
2009-04;2009;4;80+;M;Ausland;Nicht zuteilbar;nicht zuteilbar;2
2017-05;2017;5;0-17;M;Schweiz;Kreis West;Winkeln;304
2015-09;2015;9;40-59;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;403
2014-02;2014;2;18-39;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;89
2020-07;2020;7;40-59;W;Ausland;Kreis Ost;Notkersegg;43
2009-04;2009;4;80+;M;Schweiz;Kreis Ost;St.Fiden;114
2017-05;2017;5;0-17;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;11
2015-09;2015;9;40-59;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;631
2014-02;2014;2;18-39;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;308
2020-07;2020;7;40-59;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;340
2009-04;2009;4;80+;M;Schweiz;Kreis West;Bruggen;164
2017-05;2017;5;0-17;W;Ausland;Kreis Centrum;Riethüsli;102
2015-09;2015;9;40-59;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;67
2014-02;2014;2;18-39;W;Ausland;Kreis Centrum;Riethüsli;269
2020-07;2020;7;40-59;W;Schweiz;Kreis Centrum;Riethüsli;408
2009-04;2009;4;80+;W;Ausland;Kreis Centrum;St.Georgen;6
2017-05;2017;5;0-17;W;Ausland;Kreis West;Bruggen;426
2015-09;2015;9;60-79;M;Ausland;Kreis Ost;Notkersegg;23
2014-02;2014;2;18-39;W;Ausland;Kreis Centrum;Rosenberg;334
2020-07;2020;7;40-59;W;Schweiz;Kreis Ost;Neudorf;788
2009-04;2009;4;80+;W;Ausland;Kreis Ost;Rotmonten;3
2017-05;2017;5;0-17;W;Schweiz;Kreis Ost;St.Fiden;393
2015-09;2015;9;60-79;M;Ausland;Kreis West;Bruggen;180
2014-02;2014;2;18-39;W;Ausland;Kreis Centrum;St.Jakob;283
2020-07;2020;7;40-59;W;Schweiz;Kreis Ost;Notkersegg;200
2009-04;2009;4;80+;W;Schweiz;Kreis Ost;Notkersegg;56
2017-05;2017;5;0-17;W;Schweiz;Kreis West;Lachen;300
2015-09;2015;9;60-79;M;Ausland;Kreis West;Lachen;144
2014-02;2014;2;18-39;W;Ausland;Kreis West;Lachen;537
2020-07;2020;7;40-59;W;Schweiz;Kreis West;Winkeln;375
2009-04;2009;4;80+;W;Schweiz;Kreis West;Lachen;256
2017-05;2017;5;18-39;M;Ausland;Kreis Centrum;St.Georgen;170
2015-09;2015;9;60-79;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;220
2014-02;2014;2;18-39;W;Ausland;Kreis West;Winkeln;227
2020-07;2020;7;40-59;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;30
2009-04;2009;4;80+;W;Schweiz;Kreis West;Winkeln;82
2017-05;2017;5;18-39;M;Ausland;Kreis Centrum;St.Jakob;399
2015-09;2015;9;60-79;M;Schweiz;Kreis Centrum;St.Georgen;366
2014-02;2014;2;18-39;W;Ausland;Nicht zuteilbar;nicht zuteilbar;34
2020-07;2020;7;60-79;M;Ausland;Kreis Ost;Rotmonten;17
2009-05;2009;5;0-17;M;Ausland;Kreis Centrum;St.Georgen;46
2017-05;2017;5;18-39;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;709
2015-09;2015;9;60-79;M;Schweiz;Kreis Ost;Rotmonten;240
2014-02;2014;2;18-39;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;649
2020-07;2020;7;60-79;M;Schweiz;Kreis Centrum;St.Georgen;403
2009-05;2009;5;0-17;M;Ausland;Kreis Centrum;St.Jakob;67
2017-05;2017;5;18-39;M;Ausland;Kreis West;Bruggen;835
2023-01;2023;1;0-17;M;Ausland;Kreis Centrum;Innenstadt;21
2014-02;2014;2;18-39;W;Schweiz;Kreis Centrum;Rosenberg;715
2020-07;2020;7;60-79;M;Schweiz;Kreis Ost;Rotmonten;251
2009-05;2009;5;0-17;M;Ausland;Kreis Ost;Notkersegg;27
2017-05;2017;5;18-39;M;Schweiz;Kreis Centrum;Riethüsli;599
2023-01;2023;1;0-17;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;324
2014-02;2014;2;18-39;W;Schweiz;Kreis West;Bruggen;1311
2020-07;2020;7;60-79;W;Ausland;Kreis Centrum;Innenstadt;24
2009-05;2009;5;0-17;M;Ausland;Kreis West;Winkeln;123
2017-05;2017;5;18-39;M;Schweiz;Kreis Centrum;St.Georgen;623
2023-01;2023;1;0-17;M;Ausland;Kreis West;Winkeln;163
2014-02;2014;2;40-59;M;Ausland;Kreis Centrum;Rosenberg;168
2020-07;2020;7;60-79;W;Ausland;Kreis Ost;Notkersegg;18
2009-05;2009;5;0-17;M;Ausland;Nicht zuteilbar;nicht zuteilbar;6
2017-05;2017;5;18-39;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;1042
2023-01;2023;1;0-17;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;368
2014-02;2014;2;40-59;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;403
2020-07;2020;7;60-79;W;Ausland;Kreis West;Bruggen;188
2009-05;2009;5;0-17;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;158
2017-05;2017;5;18-39;M;Schweiz;Kreis Ost;Notkersegg;158
2023-01;2023;1;0-17;M;Schweiz;Kreis Ost;Rotmonten;207
2014-02;2014;2;40-59;M;Ausland;Kreis West;Bruggen;550
2020-07;2020;7;60-79;W;Ausland;Kreis West;Lachen;143
2009-05;2009;5;0-17;M;Schweiz;Kreis Centrum;Rosenberg;136
2017-05;2017;5;18-39;M;Schweiz;Kreis Ost;St.Fiden;964
2023-01;2023;1;0-17;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;7
2014-02;2014;2;40-59;M;Ausland;Kreis West;Winkeln;183
2020-07;2020;7;60-79;W;Schweiz;Kreis Ost;Notkersegg;209
2009-05;2009;5;0-17;M;Schweiz;Kreis Ost;Notkersegg;114
2017-05;2017;5;18-39;W;Ausland;Kreis West;Winkeln;236
2023-01;2023;1;0-17;W;Ausland;Kreis Centrum;Riethüsli;96
2014-02;2014;2;40-59;M;Schweiz;Kreis Centrum;St.Jakob;279
2020-07;2020;7;80+;M;Ausland;Kreis Centrum;St.Jakob;10
2009-05;2009;5;0-17;M;Schweiz;Kreis Ost;St.Fiden;412
2017-05;2017;5;18-39;W;Schweiz;Kreis Ost;Neudorf;789
